Invoice ID,Branch,City,,Customer type,Gender,Product line,,Quantity,,Date,,Time,,Payment,Rating
420-18-8989,A,Yangon,,Member,Female,Sports and travel,,8,,02-02-23,,15:47,,Cash,9.6
277-63-2961,B,Mandalay,,Member,Male,Sports and travel,,1,,03-02-23,,15:53,,Credit card,5.4
573-98-8548,C,Naypyitaw,,Member,Female,Fashion accessories,,1,,05-01-23,,12:40,,Ewallet,9.1
620-02-2046,C,Naypyitaw,,Normal,Male,Home and lifestyle,,2,,27-01-23,,19:48,,Ewallet,9
282-35-2475,B,Mandalay,,Normal,Female,Sports and travel,,2,,25-03-23,,17:53,,Cash,6.3
511-54-3087,B,Mandalay,,Normal,Male,Sports and travel,,1,,25-02-23,,16:36,,Credit card,9.5
726-29-6793,A,Yangon,,Member,Male,Electronic accessories,,8,,28-01-23,,20:54,,Ewallet,9.8
387-49-4215,B,Mandalay,,Member,Female,Sports and travel,,3,,08-01-23,,12:50,,Cash,6.7
862-17-9201,B,Mandalay,,Normal,Female,Food and beverages,,6,,29-01-23,,10:48,,Credit card,7.7
291-21-5991,B,Mandalay,,Member,Male,Health and beauty,,5,,29-03-23,,14:28,,Cash,7
602-80-9671,C,Naypyitaw,,Member,Female,Home and lifestyle,,6,,09-02-23,,17:15,,Credit card,5.1
347-72-6115,B,Mandalay,,Member,Female,Sports and travel,,7,,16-01-23,,18:03,,Credit card,6.2
209-61-0206,A,Yangon,,Normal,Female,Home and lifestyle,,5,,05-01-23,,17:29,,Ewallet,6.1
595-27-4851,A,Yangon,,Normal,Female,Fashion accessories,,7,,27-01-23,,18:05,,Ewallet,9.3
189-52-0236,A,Yangon,,Normal,Male,Electronic accessories,,7,,14-03-23,,12:07,,Cash,7.6
503-07-0930,C,Naypyitaw,,Member,Male,Sports and travel,,7,,23-02-23,,19:49,,Credit card,8.2
413-20-6708,C,Naypyitaw,,Member,Female,Fashion accessories,,1,,18-03-23,,15:52,,Ewallet,8.5
425-85-2085,B,Mandalay,,Member,Male,Health and beauty,,5,,29-03-23,,16:48,,Ewallet,9.8
521-18-7827,C,Naypyitaw,,Member,Male,Home and lifestyle,,5,,22-01-23,,20:46,,Credit card,8.7
220-28-1851,A,Yangon,,Normal,Male,Home and lifestyle,,2,,01-03-23,,18:14,,Ewallet,9.7
600-38-9738,C,Naypyitaw,,Member,Male,Sports and travel,,5,,17-01-23,,15:05,,Credit card,4.3
734-91-1155,B,Mandalay,,Normal,Female,Electronic accessories,,3,,26-03-23,,10:34,,Credit card,7.7
451-28-5717,C,Naypyitaw,,Member,Female,Home and lifestyle,,6,,20-03-23,,11:23,,Cash,7.3
609-81-8548,A,Yangon,,Member,Female,Home and lifestyle,,6,,06-02-23,,13:55,,Credit card,5.9
133-14-7229,C,Naypyitaw,,Normal,Male,Health and beauty,,2,,01-01-23,,11:43,,Cash,5
534-01-4457,A,Yangon,,Normal,Male,Food and beverages,,6,,27-01-23,,14:36,,Credit card,8
719-89-8991,A,Yangon,,Member,Female,Sports and travel,,5,,25-02-23,,16:03,,Ewallet,7.1
286-62-6248,B,Mandalay,,Normal,Male,Fashion accessories,,4,,16-01-23,,20:03,,Credit card,9
339-38-9982,B,Mandalay,,Member,Male,Fashion accessories,,2,,13-01-23,,14:55,,Ewallet,6.7
827-44-5872,B,Mandalay,,Member,Female,Food and beverages,,10,,07-02-23,,11:28,,Credit card,6.1
827-77-7633,A,Yangon,,Normal,Male,Sports and travel,,9,,17-02-23,,19:41,,Cash,9.3
287-83-1405,A,Yangon,,Normal,Male,Health and beauty,,6,,12-02-23,,19:01,,Ewallet,7
435-13-4908,A,Yangon,,Member,Male,Fashion accessories,,8,,24-01-23,,18:04,,Credit card,7.2
857-67-9057,B,Mandalay,,Normal,Male,Electronic accessories,,10,,06-02-23,,19:20,,Ewallet,8.2
236-27-1144,C,Naypyitaw,,Normal,Female,Food and beverages,,9,,26-03-23,,10:31,,Ewallet,8.4
892-05-6689,A,Yangon,,Normal,Female,Home and lifestyle,,5,,11-03-23,,13:28,,Ewallet,6.2
583-41-4548,C,Naypyitaw,,Normal,Male,Home and lifestyle,,7,,07-02-23,,11:36,,Ewallet,7.4
339-12-4827,B,Mandalay,,Member,Female,Fashion accessories,,1,,05-01-23,,11:32,,Credit card,5
643-38-7867,A,Yangon,,Normal,Male,Home and lifestyle,,1,,07-03-23,,11:44,,Ewallet,6.9
308-81-0538,A,Yangon,,Normal,Female,Fashion accessories,,4,,25-02-23,,17:16,,Credit card,4.9
358-88-9262,C,Naypyitaw,,Member,Female,Food and beverages,,6,,01-02-23,,18:43,,Ewallet,5.1
460-35-4390,A,Yangon,,Normal,Male,Home and lifestyle,,3,,22-01-23,,11:00,,Ewallet,9.1
343-87-0864,C,Naypyitaw,,Member,Male,Health and beauty,,1,,03-01-23,,10:30,,Credit card,7.1
173-50-1108,B,Mandalay,,Member,Female,Sports and travel,,4,,13-02-23,,12:14,,Credit card,5
243-47-2663,C,Naypyitaw,,Member,Male,Electronic accessories,,6,,28-01-23,,16:43,,Credit card,5.5
841-18-8232,B,Mandalay,,Normal,Female,Food and beverages,,1,,05-01-23,,20:40,,Credit card,9.2
701-23-5550,B,Mandalay,,Member,Male,Home and lifestyle,,4,,23-03-23,,13:40,,Ewallet,4.9
647-50-1224,A,Yangon,,Normal,Female,Fashion accessories,,10,,12-01-23,,16:23,,Ewallet,8.9
541-48-8554,A,Yangon,,Normal,Male,Sports and travel,,9,,07-01-23,,12:08,,Credit card,6
539-21-7227,B,Mandalay,,Normal,Female,Sports and travel,,5,,26-01-23,,17:45,,Cash,4.2
213-32-1216,A,Yangon,,Normal,Female,Electronic accessories,,6,,23-01-23,,10:28,,Cash,7.3
747-58-7183,B,Mandalay,,Normal,Male,Fashion accessories,,3,,09-02-23,,20:31,,Ewallet,6.5
582-52-8065,B,Mandalay,,Normal,Female,Fashion accessories,,9,,22-02-23,,10:49,,Cash,8.9
210-57-1719,B,Mandalay,,Normal,Female,Health and beauty,,9,,05-02-23,,12:34,,Cash,9.7
399-69-4630,C,Naypyitaw,,Normal,Male,Electronic accessories,,6,,07-03-23,,10:23,,Credit card,8.6
134-75-2619,A,Yangon,,Member,Male,Electronic accessories,,7,,25-03-23,,18:51,,Cash,6.9
356-44-8813,B,Mandalay,,Normal,Male,Home and lifestyle,,3,,20-01-23,,13:45,,Credit card,7.7
198-66-9832,B,Mandalay,,Member,Female,Fashion accessories,,2,,04-02-23,,19:38,,Cash,9.5
283-26-5248,C,Naypyitaw,,Member,Female,Food and beverages,,10,,30-01-23,,20:23,,Ewallet,4.5
712-39-0363,A,Yangon,,Member,Male,Food and beverages,,6,,02-01-23,,15:24,,Ewallet,5.6
218-59-9410,A,Yangon,,Member,Female,Home and lifestyle,,3,,29-03-23,,16:54,,Ewallet,8.2
174-75-0888,B,Mandalay,,Normal,Male,Electronic accessories,,9,,14-03-23,,12:32,,Cash,7.3
866-99-7614,C,Naypyitaw,,Normal,Male,Food and beverages,,10,,11-02-23,,15:42,,Credit card,4.4
134-54-4720,B,Mandalay,,Normal,Female,Electronic accessories,,8,,30-01-23,,13:58,,Ewallet,5.7
760-90-2357,A,Yangon,,Member,Male,Electronic accessories,,6,,20-03-23,,15:08,,Ewallet,5
514-37-2845,B,Mandalay,,Normal,Male,Fashion accessories,,2,,20-03-23,,13:02,,Cash,9
698-98-5964,A,Yangon,,Normal,Female,Food and beverages,,10,,17-01-23,,13:01,,Credit card,6.3
718-57-9773,C,Naypyitaw,,Normal,Female,Sports and travel,,10,,03-02-23,,16:40,,Credit card,9.4
651-88-7328,A,Yangon,,Normal,Female,Fashion accessories,,9,,01-01-23,,13:55,,Cash,7.7
241-11-2261,B,Mandalay,,Normal,Female,Fashion accessories,,7,,10-01-23,,10:33,,Credit card,5.5
408-26-9866,C,Naypyitaw,,Normal,Female,Sports and travel,,7,,02-03-23,,16:42,,Ewallet,4.1
834-83-1826,B,Mandalay,,Member,Female,Home and lifestyle,,5,,25-02-23,,17:16,,Credit card,7.6
343-61-3544,B,Mandalay,,Member,Male,Sports and travel,,10,,29-01-23,,11:48,,Cash,8.6
239-48-4278,A,Yangon,,Member,Male,Food and beverages,,7,,10-03-23,,19:35,,Ewallet,8.3
355-34-6244,B,Mandalay,,Normal,Male,Food and beverages,,2,,13-01-23,,19:55,,Credit card,8.1
550-84-8664,A,Yangon,,Normal,Male,Sports and travel,,5,,22-03-23,,14:33,,Credit card,8.6
339-96-8318,B,Mandalay,,Member,Male,Fashion accessories,,7,,01-03-23,,19:49,,Ewallet,6.3
458-61-0011,B,Mandalay,,Normal,Male,Food and beverages,,4,,20-02-23,,18:43,,Cash,5.8
592-34-6155,C,Naypyitaw,,Normal,Male,Food and beverages,,4,,14-01-23,,14:43,,Ewallet,6.2
797-88-0493,A,Yangon,,Normal,Female,Health and beauty,,4,,26-03-23,,13:54,,Cash,7.7
207-73-1363,B,Mandalay,,Normal,Male,Health and beauty,,2,,01-03-23,,12:15,,Ewallet,8.1
390-31-6381,C,Naypyitaw,,Normal,Male,Food and beverages,,3,,07-01-23,,12:37,,Cash,7.3
443-82-0585,A,Yangon,,Member,Female,Health and beauty,,4,,01-02-23,,19:54,,Cash,8.4
339-18-7061,C,Naypyitaw,,Member,Female,Fashion accessories,,2,,13-02-23,,15:06,,Credit card,8
359-90-3665,B,Mandalay,,Member,Female,Fashion accessories,,4,,14-01-23,,18:03,,Credit card,9.5
375-72-3056,B,Mandalay,,Normal,Male,Sports and travel,,3,,23-01-23,,15:58,,Ewallet,7
127-47-6963,A,Yangon,,Normal,Male,Health and beauty,,4,,09-03-23,,13:53,,Credit card,9.8
278-86-2735,A,Yangon,,Normal,Female,Food and beverages,,3,,27-03-23,,14:03,,Cash,9.2
695-28-6250,A,Yangon,,Normal,Female,Sports and travel,,5,,04-02-23,,16:38,,Ewallet,7.7
379-17-6588,C,Naypyitaw,,Normal,Male,Fashion accessories,,10,,14-03-23,,11:07,,Cash,5.3
227-50-3718,A,Yangon,,Normal,Male,Health and beauty,,5,,04-03-23,,12:23,,Cash,4.4
302-15-2162,C,Naypyitaw,,Member,Male,Health and beauty,,6,,03-03-23,,10:54,,Credit card,4.3
788-07-8452,C,Naypyitaw,,Member,Female,Home and lifestyle,,7,,27-01-23,,17:38,,Ewallet,9.4
560-49-6611,A,Yangon,,Member,Female,Sports and travel,,1,,07-02-23,,14:13,,Cash,9.8
880-35-0356,A,Yangon,,Member,Female,Sports and travel,,3,,05-02-23,,11:51,,Ewallet,4.8
585-11-6748,B,Mandalay,,Member,Male,Sports and travel,,3,,15-03-23,,13:05,,Cash,5.3
470-31-3286,B,Mandalay,,Normal,Male,Health and beauty,,3,,01-03-23,,11:30,,Credit card,8.7
152-68-2907,A,Yangon,,Normal,Male,Food and beverages,,3,,15-02-23,,13:30,,Credit card,9.5
123-35-4896,C,Naypyitaw,,Normal,Female,Sports and travel,,9,,17-02-23,,19:11,,Ewallet,5.3
258-69-7810,C,Naypyitaw,,Normal,Female,Fashion accessories,,5,,26-01-23,,18:53,,Cash,9.2
334-64-2006,A,Yangon,,Member,Female,Home and lifestyle,,2,,24-03-23,,14:22,,Ewallet,9.6
219-61-4139,C,Naypyitaw,,Normal,Male,Electronic accessories,,1,,23-01-23,,17:16,,Ewallet,6.4
881-41-7302,C,Naypyitaw,,Normal,Female,Fashion accessories,,1,,26-01-23,,10:06,,Credit card,4.5
373-09-4567,C,Naypyitaw,,Normal,Male,Food and beverages,,10,,14-03-23,,20:35,,Ewallet,6.9
642-30-6693,B,Mandalay,,Normal,Female,Sports and travel,,6,,17-03-23,,13:54,,Ewallet,7.8
484-22-8230,C,Naypyitaw,,Member,Female,Fashion accessories,,7,,08-01-23,,20:08,,Cash,4.5
830-58-2383,B,Mandalay,,Normal,Male,Home and lifestyle,,4,,08-02-23,,15:26,,Cash,8.6
559-98-9873,A,Yangon,,Member,Female,Fashion accessories,,7,,10-02-23,,12:56,,Ewallet,5.2
544-32-5024,C,Naypyitaw,,Member,Female,Food and beverages,,4,,28-03-23,,19:16,,Credit card,6.4
318-12-0304,A,Yangon,,Normal,Male,Fashion accessories,,1,,23-01-23,,12:20,,Ewallet,5.2
349-97-8902,B,Mandalay,,Member,Male,Food and beverages,,2,,17-01-23,,10:37,,Ewallet,8.9
421-95-9805,A,Yangon,,Normal,Female,Electronic accessories,,1,,07-02-23,,10:18,,Credit card,6.2
277-35-5865,C,Naypyitaw,,Member,Female,Food and beverages,,9,,09-03-23,,11:23,,Cash,6.7
789-23-8625,B,Mandalay,,Member,Male,Fashion accessories,,3,,24-01-23,,11:45,,Cash,7.2
284-54-4231,C,Naypyitaw,,Member,Male,Sports and travel,,1,,23-01-23,,16:08,,Credit card,9
443-59-0061,A,Yangon,,Member,Male,Food and beverages,,10,,03-02-23,,11:25,,Ewallet,4.2
509-29-3912,A,Yangon,,Member,Female,Sports and travel,,9,,20-03-23,,12:24,,Ewallet,4.2
327-40-9673,B,Mandalay,,Member,Male,Sports and travel,,6,,13-01-23,,19:51,,Cash,6.9
840-19-2096,C,Naypyitaw,,Member,Male,Electronic accessories,,5,,14-03-23,,18:10,,Ewallet,4.4
828-46-6863,A,Yangon,,Member,Male,Food and beverages,,6,,23-01-23,,11:22,,Credit card,4
641-96-3695,C,Naypyitaw,,Member,Female,Fashion accessories,,6,,07-02-23,,17:55,,Ewallet,8.5
420-97-3340,A,Yangon,,Normal,Female,Food and beverages,,3,,28-03-23,,15:30,,Credit card,9.2
436-54-4512,A,Yangon,,Member,Female,Food and beverages,,1,,20-03-23,,19:44,,Cash,9.8
670-79-6321,B,Mandalay,,Member,Female,Home and lifestyle,,7,,17-01-23,,15:27,,Credit card,4.9
852-62-7105,B,Mandalay,,Normal,Female,Fashion accessories,,10,,12-01-23,,11:25,,Credit card,4.4
598-06-7312,B,Mandalay,,Member,Male,Fashion accessories,,1,,16-02-23,,15:42,,Cash,6.8
135-13-8269,B,Mandalay,,Member,Female,Food and beverages,,2,,26-01-23,,16:04,,Cash,9.1
816-57-2053,A,Yangon,,Normal,Male,Sports and travel,,2,,09-03-23,,12:37,,Ewallet,8.7
628-90-8624,B,Mandalay,,Member,Male,Health and beauty,,10,,14-03-23,,14:41,,Cash,5
856-66-2701,A,Yangon,,Member,Male,Home and lifestyle,,3,,25-01-23,,14:19,,Ewallet,7.5
308-39-1707,A,Yangon,,Normal,Female,Fashion accessories,,1,,26-01-23,,18:19,,Credit card,8.2
149-61-1929,A,Yangon,,Normal,Male,Sports and travel,,10,,23-01-23,,14:08,,Credit card,6.7
655-07-2265,A,Yangon,,Normal,Male,Electronic accessories,,3,,05-03-23,,16:38,,Ewallet,5.4
589-02-8023,A,Yangon,,Member,Male,Food and beverages,,2,,15-01-23,,10:54,,Credit card,7
420-04-7590,B,Mandalay,,Normal,Male,Home and lifestyle,,3,,18-03-23,,11:29,,Ewallet,4.7
182-88-2763,B,Mandalay,,Member,Male,Food and beverages,,3,,20-03-23,,19:28,,Credit card,5
188-55-0967,B,Mandalay,,Member,Male,Health and beauty,,10,,15-01-23,,15:01,,Credit card,5
610-46-4100,A,Yangon,,Normal,Male,Health and beauty,,7,,03-03-23,,20:31,,Credit card,6
318-81-2368,C,Naypyitaw,,Normal,Female,Electronic accessories,,1,,23-03-23,,12:16,,Cash,6.3
364-33-8584,B,Mandalay,,Member,Female,Food and beverages,,5,,08-03-23,,15:27,,Cash,8.5
665-63-9737,B,Mandalay,,Normal,Male,Fashion accessories,,3,,27-02-23,,17:36,,Ewallet,7.5
695-09-5146,B,Mandalay,,Member,Female,Food and beverages,,3,,23-02-23,,20:00,,Ewallet,6.4
155-45-3814,C,Naypyitaw,,Member,Female,Electronic accessories,,8,,23-03-23,,15:29,,Ewallet,4.7
794-32-2436,B,Mandalay,,Member,Male,Electronic accessories,,2,,27-03-23,,15:08,,Ewallet,6
131-15-8856,C,Naypyitaw,,Member,Female,Food and beverages,,8,,30-03-23,,19:26,,Credit card,4
273-84-2164,C,Naypyitaw,,Member,Male,Electronic accessories,,5,,16-02-23,,15:53,,Ewallet,5.5
706-36-6154,A,Yangon,,Member,Male,Home and lifestyle,,9,,18-01-23,,18:43,,Ewallet,8.7
778-89-7974,C,Naypyitaw,,Normal,Male,Health and beauty,,6,,30-03-23,,14:58,,Cash,7.4
574-31-8277,B,Mandalay,,Member,Male,Fashion accessories,,1,,20-03-23,,19:55,,Cash,5.6
859-71-0933,C,Naypyitaw,,Member,Female,Sports and travel,,2,,16-01-23,,15:10,,Cash,6.3
740-11-5257,C,Naypyitaw,,Normal,Male,Electronic accessories,,10,,24-02-23,,16:44,,Cash,7.1
369-82-2676,B,Mandalay,,Normal,Male,Electronic accessories,,5,,15-01-23,,18:22,,Ewallet,7.8
563-47-4072,B,Mandalay,,Normal,Female,Health and beauty,,6,,22-01-23,,11:52,,Cash,9.9
742-04-5161,A,Yangon,,Member,Male,Home and lifestyle,,10,,03-02-23,,17:24,,Cash,7.3
149-15-7606,B,Mandalay,,Member,Male,Sports and travel,,9,,06-03-23,,15:31,,Ewallet,5.1
133-77-3154,B,Mandalay,,Member,Male,Fashion accessories,,4,,16-02-23,,18:04,,Credit card,9.4
169-52-4504,A,Yangon,,Normal,Female,Electronic accessories,,3,,14-03-23,,14:13,,Credit card,5.8
250-81-7186,C,Naypyitaw,,Normal,Female,Electronic accessories,,1,,27-02-23,,10:23,,Credit card,8
562-12-5430,A,Yangon,,Member,Female,Fashion accessories,,3,,18-01-23,,10:11,,Ewallet,7.9
816-72-8853,A,Yangon,,Member,Female,Sports and travel,,5,,29-01-23,,15:48,,Cash,5.9
491-38-3499,A,Yangon,,Member,Male,Fashion accessories,,1,,26-02-23,,17:46,,Credit card,4.9
322-02-2271,B,Mandalay,,Normal,Female,Sports and travel,,3,,03-02-23,,11:46,,Cash,9.3
842-29-4695,C,Naypyitaw,,Member,Male,Sports and travel,,7,,16-01-23,,12:07,,Credit card,7.9
725-67-2480,B,Mandalay,,Member,Female,Fashion accessories,,6,,24-03-23,,18:14,,Credit card,5.9
641-51-2661,C,Naypyitaw,,Member,Female,Food and beverages,,10,,12-02-23,,14:45,,Credit card,9.9
714-02-3114,C,Naypyitaw,,Normal,Female,Sports and travel,,2,,21-02-23,,11:39,,Cash,7.7
518-17-2983,A,Yangon,,Normal,Female,Fashion accessories,,4,,04-02-23,,15:44,,Ewallet,7.6
779-42-2410,B,Mandalay,,Member,Male,Food and beverages,,3,,20-02-23,,13:06,,Ewallet,7.7
190-14-3147,B,Mandalay,,Normal,Female,Health and beauty,,4,,23-02-23,,20:43,,Ewallet,6.4
408-66-6712,C,Naypyitaw,,Member,Female,Health and beauty,,6,,16-02-23,,14:19,,Ewallet,4.4
679-22-6530,B,Mandalay,,Normal,Female,Sports and travel,,2,,17-01-23,,10:01,,Credit card,4.1
588-47-8641,A,Yangon,,Member,Male,Fashion accessories,,10,,14-01-23,,19:30,,Ewallet,4.4
642-61-4706,B,Mandalay,,Member,Male,Food and beverages,,2,,30-03-23,,16:34,,Cash,5.5
576-31-4774,B,Mandalay,,Normal,Female,Health and beauty,,3,,02-03-23,,13:10,,Ewallet,4
556-41-6224,C,Naypyitaw,,Normal,Male,Health and beauty,,8,,15-02-23,,17:10,,Credit card,9.3
811-03-8790,A,Yangon,,Normal,Female,Electronic accessories,,10,,01-03-23,,10:22,,Credit card,4.8
242-11-3142,B,Mandalay,,Member,Male,Fashion accessories,,2,,24-02-23,,19:57,,Cash,4.6
752-23-3760,B,Mandalay,,Member,Female,Sports and travel,,7,,23-02-23,,19:29,,Credit card,7.3
274-05-5470,A,Yangon,,Member,Female,Food and beverages,,4,,23-02-23,,18:30,,Cash,6
648-94-3045,C,Naypyitaw,,Normal,Male,Health and beauty,,10,,07-02-23,,14:27,,Ewallet,8.1
130-67-4723,A,Yangon,,Member,Male,Food and beverages,,6,,11-01-23,,13:57,,Ewallet,9.4
528-87-5606,B,Mandalay,,Member,Female,Electronic accessories,,1,,12-02-23,,19:43,,Cash,6.5
320-85-2052,B,Mandalay,,Normal,Female,Sports and travel,,1,,14-01-23,,10:11,,Credit card,7
370-96-0655,C,Naypyitaw,,Normal,Female,Fashion accessories,,6,,09-01-23,,13:46,,Ewallet,7.1
105-10-6182,A,Yangon,,Member,Male,Fashion accessories,,2,,27-02-23,,12:22,,Ewallet,6.6
510-79-0415,B,Mandalay,,Member,Female,Sports and travel,,6,,24-01-23,,19:20,,Ewallet,4.9
241-96-5076,B,Mandalay,,Member,Female,Home and lifestyle,,2,,08-01-23,,12:58,,Credit card,6.4
767-97-4650,B,Mandalay,,Member,Female,Sports and travel,,2,,08-01-23,,11:59,,Credit card,8
648-83-1321,A,Yangon,,Member,Male,Home and lifestyle,,10,,16-01-23,,17:59,,Cash,4.3
173-57-2300,C,Naypyitaw,,Member,Male,Sports and travel,,2,,13-03-23,,12:51,,Cash,6.1
305-03-2383,A,Yangon,,Normal,Female,Food and beverages,,3,,15-02-23,,10:36,,Cash,7.5
394-55-6384,C,Naypyitaw,,Member,Female,Sports and travel,,9,,25-01-23,,13:38,,Cash,6.7
266-20-6657,C,Naypyitaw,,Member,Male,Food and beverages,,7,,12-03-23,,19:39,,Ewallet,5.2
689-05-1884,A,Yangon,,Member,Male,Health and beauty,,10,,04-03-23,,12:44,,Cash,8.8
196-01-2849,C,Naypyitaw,,Member,Female,Fashion accessories,,7,,10-02-23,,13:56,,Cash,9.5
372-62-5264,C,Naypyitaw,,Normal,Female,Food and beverages,,9,,16-01-23,,14:42,,Cash,7.6
800-09-8606,A,Yangon,,Member,Female,Home and lifestyle,,5,,29-01-23,,19:45,,Cash,6.6
182-52-7000,A,Yangon,,Member,Female,Sports and travel,,4,,01-01-23,,20:26,,Ewallet,6.9
826-58-8051,B,Mandalay,,Normal,Male,Home and lifestyle,,4,,06-01-23,,19:46,,Ewallet,4.3
868-06-0466,A,Yangon,,Member,Male,Electronic accessories,,9,,23-02-23,,19:38,,Credit card,7.8
751-41-9720,C,Naypyitaw,,Normal,Male,Home and lifestyle,,10,,12-01-23,,16:18,,Ewallet,8
626-43-7888,C,Naypyitaw,,Normal,Female,Fashion accessories,,8,,07-02-23,,12:23,,Ewallet,9.6
176-64-7711,B,Mandalay,,Normal,Male,Food and beverages,,3,,27-03-23,,19:11,,Credit card,4.3
191-29-0321,B,Mandalay,,Member,Female,Fashion accessories,,10,,27-02-23,,18:57,,Credit card,5
729-06-2010,B,Mandalay,,Member,Male,Health and beauty,,9,,06-01-23,,11:18,,Cash,9.2
640-48-5028,B,Mandalay,,Member,Female,Home and lifestyle,,9,,02-03-23,,12:40,,Cash,6.3
186-79-9562,B,Mandalay,,Normal,Male,Health and beauty,,7,,29-03-23,,14:06,,Cash,8.9
834-45-5519,B,Mandalay,,Normal,Female,Electronic accessories,,4,,31-01-23,,20:48,,Ewallet,7.6
162-65-8559,C,Naypyitaw,,Member,Male,Food and beverages,,1,,21-01-23,,20:13,,Cash,4.8
760-27-5490,C,Naypyitaw,,Normal,Male,Fashion accessories,,8,,20-01-23,,20:37,,Ewallet,9.1
445-30-9252,A,Yangon,,Normal,Male,Sports and travel,,3,,17-01-23,,17:59,,Ewallet,6.1
786-94-2700,A,Yangon,,Member,Male,Food and beverages,,6,,28-02-23,,20:18,,Cash,9.1
728-88-7867,C,Naypyitaw,,Member,Female,Home and lifestyle,,4,,23-03-23,,15:52,,Ewallet,8.3
183-21-3799,C,Naypyitaw,,Normal,Female,Electronic accessories,,9,,23-02-23,,15:14,,Ewallet,7.2
268-20-3585,C,Naypyitaw,,Normal,Female,Health and beauty,,9,,04-02-23,,12:50,,Ewallet,6
735-32-9839,C,Naypyitaw,,Member,Male,Fashion accessories,,8,,31-01-23,,10:36,,Ewallet,8.5
258-92-7466,A,Yangon,,Normal,Female,Health and beauty,,5,,06-02-23,,18:33,,Credit card,6.6
857-16-3520,A,Yangon,,Member,Female,Fashion accessories,,7,,28-03-23,,16:06,,Ewallet,4.5
482-17-1179,A,Yangon,,Member,Male,Electronic accessories,,3,,23-01-23,,12:47,,Credit card,8.1
788-21-5741,A,Yangon,,Normal,Male,Fashion accessories,,3,,17-02-23,,13:34,,Credit card,7.2
821-14-9046,B,Mandalay,,Member,Female,Fashion accessories,,6,,18-01-23,,15:04,,Credit card,6.1
418-05-0656,B,Mandalay,,Normal,Female,Fashion accessories,,7,,02-02-23,,20:42,,Cash,7.1
678-79-0726,C,Naypyitaw,,Member,Female,Sports and travel,,9,,18-01-23,,15:28,,Cash,5.1
776-68-1096,B,Mandalay,,Normal,Male,Home and lifestyle,,3,,18-03-23,,13:45,,Credit card,7.9
592-46-1692,C,Naypyitaw,,Member,Female,Food and beverages,,7,,11-01-23,,20:10,,Cash,7.4
434-35-9162,B,Mandalay,,Member,Male,Food and beverages,,4,,04-02-23,,18:53,,Ewallet,7.4
149-14-0304,C,Naypyitaw,,Member,Female,Health and beauty,,8,,06-02-23,,14:24,,Cash,6.6
442-44-6497,C,Naypyitaw,,Member,Male,Home and lifestyle,,3,,08-01-23,,11:42,,Credit card,5.9
174-64-0215,B,Mandalay,,Normal,Male,Sports and travel,,10,,05-03-23,,17:49,,Credit card,8.9
210-74-9613,C,Naypyitaw,,Normal,Male,Fashion accessories,,4,,16-03-23,,15:33,,Ewallet,6.8
299-29-0180,B,Mandalay,,Member,Female,Home and lifestyle,,7,,09-03-23,,10:54,,Cash,9.3
247-11-2470,A,Yangon,,Member,Female,Fashion accessories,,4,,01-03-23,,16:23,,Credit card,4.4
635-28-5728,A,Yangon,,Normal,Male,Health and beauty,,3,,28-02-23,,19:33,,Ewallet,4.8
756-49-0168,A,Yangon,,Member,Male,Fashion accessories,,1,,08-02-23,,11:39,,Ewallet,9.5
438-23-1242,B,Mandalay,,Normal,Male,Electronic accessories,,7,,24-01-23,,10:38,,Ewallet,8.9
238-45-6950,B,Mandalay,,Member,Male,Food and beverages,,1,,01-03-23,,20:03,,Ewallet,6.4
607-65-2441,C,Naypyitaw,,Member,Male,Health and beauty,,10,,10-03-23,,12:39,,Credit card,6
386-27-7606,C,Naypyitaw,,Member,Female,Home and lifestyle,,7,,23-03-23,,15:59,,Credit card,8.1
137-63-5492,C,Naypyitaw,,Normal,Male,Electronic accessories,,10,,29-01-23,,14:26,,Ewallet,9
197-77-7132,B,Mandalay,,Member,Male,Electronic accessories,,8,,12-01-23,,18:22,,Ewallet,6
805-86-0265,A,Yangon,,Normal,Male,Home and lifestyle,,9,,20-03-23,,11:32,,Cash,9.8
733-29-1227,C,Naypyitaw,,Normal,Male,Home and lifestyle,,7,,23-03-23,,12:41,,Cash,8.5
451-73-2711,C,Naypyitaw,,Normal,Male,Food and beverages,,1,,14-01-23,,15:20,,Ewallet,8.8
373-14-0504,A,Yangon,,Member,Female,Sports and travel,,2,,12-02-23,,14:33,,Ewallet,8.8
546-80-2899,A,Yangon,,Member,Male,Home and lifestyle,,2,,20-02-23,,15:29,,Ewallet,9.5
345-68-9016,C,Naypyitaw,,Member,Female,Sports and travel,,8,,02-01-23,,16:19,,Credit card,5.6
390-17-5806,C,Naypyitaw,,Member,Female,Food and beverages,,1,,02-02-23,,16:33,,Cash,8.6
457-13-1708,B,Mandalay,,Member,Male,Fashion accessories,,10,,08-01-23,,19:07,,Credit card,5.2
664-14-2882,C,Naypyitaw,,Member,Female,Home and lifestyle,,5,,30-01-23,,14:43,,Credit card,5.8
487-79-6868,B,Mandalay,,Member,Female,Home and lifestyle,,9,,26-03-23,,19:28,,Credit card,8
314-23-4520,C,Naypyitaw,,Member,Male,Health and beauty,,7,,15-01-23,,20:44,,Cash,9
210-30-7976,B,Mandalay,,Member,Female,Fashion accessories,,4,,14-03-23,,11:16,,Ewallet,4.1
